"average","sd","ratio","ava","avb","cumsum","p","species","comparison"
0.000952179273249139,0.000961881700068944,0.989913076816921,0.272727272727273,0.818181818181818,0.00106599794090257,0.0099009900990099,"ASV65","Preen_Cloaca"
0.00088133907388673,0.000868638098131074,1.01462171160001,0.363636363636364,0.909090909090909,0.0020526878052958,0.0099009900990099,"ASV43","Preen_Cloaca"
0.000872711702930869,0.00102882724086475,0.848258743807503,0.454545454545455,1,0.00302971902668688,0.0099009900990099,"ASV49","Preen_Cloaca"
0.000865778689450739,0.000831102364338497,1.04172329017478,0.272727272727273,0.818181818181818,0.00399898849742691,0.0099009900990099,"ASV117","Preen_Cloaca"
0.000856583621021703,0.00102691182220373,0.834135514365284,0.454545454545455,0.909090909090909,0.00495796376802292,0.0198019801980198,"ASV41","Preen_Cloaca"
0.000842974986841919,0.000950467417819218,0.886905717163947,0.0909090909090909,0.636363636363636,0.00590170369752119,0.0099009900990099,"ASV498","Preen_Cloaca"
0.000820321822540127,0.000896443365867247,0.915084938741804,0.363636363636364,0.818181818181818,0.00682008261866834,0.0594059405940594,"ASV172","Preen_Cloaca"
0.000806996293956772,0.00079077071303636,1.02051869227441,0.181818181818182,0.727272727272727,0.00772354314531733,0.0099009900990099,"ASV79","Preen_Cloaca"
0.000797951826021067,0.000770973425972443,1.03499264584197,0.181818181818182,0.727272727272727,0.00861687807433268,0.0099009900990099,"ASV133","Preen_Cloaca"
0.00078764490723511,0.000701979925407227,1.1220333783451,0.181818181818182,0.727272727272727,0.00949867404791016,0.0297029702970297,"ASV175","Preen_Cloaca"
0.000784798046248905,0.000994411013196648,0.789208924513097,0.363636363636364,0.636363636363636,0.0103772828612179,0.0693069306930693,"ASV163","Preen_Cloaca"
0.000781391832417687,0.000834181587856334,0.936716709878114,0.0909090909090909,0.636363636363636,0.0112520782992167,0.0693069306930693,"ASV282","Preen_Cloaca"
0.000777203273686036,0.000901824256597889,0.861812340929947,0.363636363636364,0.727272727272727,0.0121221844994756,0.0891089108910891,"ASV67","Preen_Cloaca"
0.000749315499947631,0.000862111451499777,0.869163144329054,0,0.545454545454545,0.0129610693633573,0.0099009900990099,"ASV303","Preen_Cloaca"
0.000741577908175733,0.000850971561966984,0.871448519926574,0.272727272727273,0.636363636363636,0.0137912917230991,0.0495049504950495,"ASV94","Preen_Cloaca"
0.000738544073123607,0.00084127566104029,0.877885938374053,0.272727272727273,0.636363636363636,0.0146181175985764,0.297029702970297,"ASV130","Preen_Cloaca"
0.000737600432131871,0.000772365313644597,0.954989069422758,0.0909090909090909,0.636363636363636,0.0154438870350171,0.0099009900990099,"ASV267","Preen_Cloaca"
0.000734285613825478,0.000855262256717169,0.858550237729364,0.272727272727273,0.636363636363636,0.0162659454166298,0.099009900990099,"ASV134","Preen_Cloaca"
0.000731621534433373,0.000950273178579546,0.769906539430051,0.545454545454545,0.909090909090909,0.017085021268349,0.0693069306930693,"ASV64","Preen_Cloaca"
0.000725237914012319,0.00098254631362769,0.738120843723534,0.545454545454545,0.727272727272727,0.0178969504341284,0.118811881188119,"ASV112","Preen_Cloaca"
0.000722112892793258,0.000833400878831391,0.866465240360458,0.272727272727273,0.636363636363636,0.0187053810295457,0.207920792079208,"ASV217","Preen_Cloaca"
0.000719071279586898,0.000908898019356228,0.791146271939525,0.363636363636364,0.545454545454545,0.0195104064327832,0.366336633663366,"ASV150","Preen_Cloaca"
0.000717696199566431,0.000791944513850312,0.9062455601556,0.363636363636364,0.727272727272727,0.0203138923859282,0.366336633663366,"ASV88","Preen_Cloaca"
0.000716269735473284,0.000994178080148762,0.720464220420255,0.545454545454545,0.909090909090909,0.021115781362717,0.0891089108910891,"ASV55","Preen_Cloaca"
0.000714161151552524,0.000924742618983556,0.77228099677887,0.181818181818182,0.545454545454545,0.0219153097061873,0.118811881188119,"ASV136","Preen_Cloaca"
0.000713107417602597,0.000990933266097788,0.719632130638579,0.545454545454545,1,0.0227136583577104,0.0297029702970297,"ASV74","Preen_Cloaca"
0.000710736810053339,0.000696357503536485,1.0206493165419,0.727272727272727,0.272727272727273,0.0235093530313145,0.217821782178218,"ASV54","Preen_Cloaca"
0.000708544547538982,0.000897116973030292,0.789801741400179,0.545454545454545,0.636363636363636,0.0243025933904928,0.198019801980198,"ASV77","Preen_Cloaca"
0.000700116736448221,0.000951006722790031,0.736184844618387,0.545454545454545,0.545454545454545,0.0250863985209054,0.603960396039604,"ASV22","Preen_Cloaca"
0.0006969166763187,0.000884552271673724,0.787875062487844,0.363636363636364,0.545454545454545,0.0258666210722758,0.316831683168317,"ASV90","Preen_Cloaca"
0.000695516410006813,0.000691622925539234,1.00562949017999,0.181818181818182,0.636363636363636,0.0266452759766209,0.099009900990099,"ASV177","Preen_Cloaca"
0.000695032875422569,0.000831357631342356,0.83602152577866,0,0.545454545454545,0.0274233895471168,0.0099009900990099,"ASV326","Preen_Cloaca"
0.000693624996390142,0.000835875724607956,0.829818328215558,0.363636363636364,0.636363636363636,0.028199926947881,0.693069306930693,"ASV78","Preen_Cloaca"
0.000693087064214173,0.00068883181703925,1.00617748348677,0.181818181818182,0.636363636363636,0.0289758621147928,0.0594059405940594,"ASV157","Preen_Cloaca"
0.000692210000748472,0.000882941395906129,0.783981817998332,0.363636363636364,0.545454545454545,0.0297508153785328,0.326732673267327,"ASV192","Preen_Cloaca"
0.000691102226764722,0.000907815488165014,0.761280497826339,0.545454545454545,0.636363636363636,0.0305245284506211,0.554455445544555,"ASV91","Preen_Cloaca"
0.000690088120336695,0.000903300447332729,0.763963000765018,0.545454545454545,0.727272727272727,0.0312971061951565,0.326732673267327,"ASV125","Preen_Cloaca"
0.00068392409681676,0.000756180266791583,0.904445840300222,0.363636363636364,0.636363636363636,0.03206278310015,0.425742574257426,"ASV96","Preen_Cloaca"
0.000683176454739668,0.000757589216215753,0.901776899824703,0.454545454545455,0.727272727272727,0.0328276229937349,0.287128712871287,"ASV82","Preen_Cloaca"
0.000678499392755617,0.000792225494512344,0.856447308822431,0.363636363636364,0.636363636363636,0.0335872267531331,0.683168316831683,"ASV193","Preen_Cloaca"
0.000677630615465259,0.000846246401524028,0.800748593134217,0.636363636363636,0.454545454545455,0.0343458578860222,0.851485148514851,"ASV156","Preen_Cloaca"
0.000677548056016489,0.000854793262031913,0.792645527417825,0.545454545454545,0.818181818181818,0.0351043965907259,0.316831683168317,"ASV53","Preen_Cloaca"
0.000675801933148907,0.000836951821803334,0.807456194662189,0.454545454545455,0.636363636363636,0.035860980449915,0.693069306930693,"ASV214","Preen_Cloaca"
0.000672857504062284,0.000805989270834284,0.834821911916775,0.272727272727273,0.545454545454545,0.0366142679179395,0.0693069306930693,"ASV213","Preen_Cloaca"
0.000669622285922571,0.000848134641776717,0.789523564937533,0.545454545454545,0.545454545454545,0.0373639334463018,0.910891089108911,"ASV75","Preen_Cloaca"
0.000666169423063121,0.000856956037423699,0.777367092325824,0.545454545454545,0.454545454545455,0.0381097333741393,0.900990099009901,"ASV1","Preen_Cloaca"
0.000664858677623963,0.000851243658187149,0.78104391290254,0.454545454545455,0.545454545454545,0.0388540658766941,0.584158415841584,"ASV162","Preen_Cloaca"
0.000659765911298366,0.000770623159582367,0.856145968485973,0.454545454545455,0.636363636363636,0.0395926968495379,0.851485148514851,"ASV204","Preen_Cloaca"
0.000658476399640853,0.000806148112197422,0.816818137607441,0.545454545454545,0.818181818181818,0.040329884169059,0.514851485148515,"ASV84","Preen_Cloaca"
0.000657629477881825,0.000863165346202026,0.761881232576621,0.545454545454545,0.818181818181818,0.0410661233301014,0.702970297029703,"ASV116","Preen_Cloaca"
0.000656769296672009,0.000727214208040632,0.903130452362274,0.272727272727273,0.545454545454545,0.0418013994882469,0.118811881188119,"ASV145","Preen_Cloaca"
0.000656220886357777,0.000751650321732245,0.873040119034949,0.454545454545455,0.636363636363636,0.0425360616818983,0.811881188118812,"ASV52","Preen_Cloaca"
0.000655317004992485,0.000808956553054054,0.810076885487195,0.545454545454545,0.727272727272727,0.0432697119488031,0.801980198019802,"ASV38","Preen_Cloaca"
0.000654852023602241,0.00089624623407088,0.730660837064618,0.363636363636364,0.454545454545455,0.0440028416528071,0.693069306930693,"ASV127","Preen_Cloaca"
0.000654810846304788,0.000816371923081718,0.802098685404253,0.545454545454545,0.818181818181818,0.0447359252573889,0.584158415841584,"ASV81","Preen_Cloaca"
0.000651146039061381,0.000887477970016201,0.733703890192896,0.727272727272727,0.545454545454545,0.0454649059823082,0.851485148514851,"ASV190","Preen_Cloaca"
0.00065089641247985,0.000879641787506934,0.739956220502678,0,0.454545454545455,0.046193607241554,0.0099009900990099,"ASV769","Preen_Cloaca"
0.000649971329639999,0.000719448576530981,0.903429863985574,0.272727272727273,0.545454545454545,0.0469212728382621,0.0792079207920792,"ASV247","Preen_Cloaca"
0.000649761203607377,0.000789685902796807,0.822809678260859,0.454545454545455,0.545454545454545,0.0476487031915404,0.920792079207921,"ASV201","Preen_Cloaca"
0.000646994302662446,0.000790908080734794,0.81803981830778,0.454545454545455,0.454545454545455,0.0483730359026069,0.96039603960396,"ASV85","Preen_Cloaca"
0.000646666152428297,0.000663538621981918,0.97457198572221,0.363636363636364,0.636363636363636,0.0490970012380291,0.168316831683168,"ASV152","Preen_Cloaca"
0.000644304533217088,0.000809077899053268,0.796344250622855,0.0909090909090909,0.545454545454545,0.0498183226582906,0.0198019801980198,"ASV76","Preen_Cloaca"
0.000644289106108863,0.000671458871542469,0.959536217950042,0.363636363636364,0.636363636363636,0.0505396268073658,0.237623762376238,"ASV132","Preen_Cloaca"
0.000643902667916073,0.000809639132933655,0.795295881490992,0.545454545454545,0.363636363636364,0.051260498325392,0.871287128712871,"ASV106","Preen_Cloaca"
0.000641856330078848,0.000921930070573469,0.696209344467519,0.181818181818182,0.454545454545455,0.0519790788967634,0.237623762376238,"ASV289","Preen_Cloaca"
0.000641648698889443,0.000753338460122478,0.851740263977925,0.363636363636364,0.545454545454545,0.052697427017769,0.742574257425743,"ASV146","Preen_Cloaca"
0.000640627192168806,0.000765227491034578,0.837172213066582,0.545454545454545,0.636363636363636,0.0534146315263357,0.930693069306931,"ASV102","Preen_Cloaca"
0.000640447191888475,0.00072395864468694,0.88464610042114,0.363636363636364,0.545454545454545,0.0541316345183042,0.326732673267327,"ASV148","Preen_Cloaca"
0.000640084014610227,0.00102393038834842,0.625124541564465,0.636363636363636,1,0.0548482309206296,0.0693069306930693,"ASV39","Preen_Cloaca"
0.000640041448542358,0.000686215975446866,0.932711378696133,0.363636363636364,0.636363636363636,0.0555647796687558,0.574257425742574,"ASV93","Preen_Cloaca"
0.00063793969553602,0.000759444965394765,0.840007801229434,0.454545454545455,0.545454545454545,0.0562789754310107,0.94059405940594,"ASV66","Preen_Cloaca"
0.000634501625397922,0.000888186712881901,0.714378650564535,0.181818181818182,0.454545454545455,0.0569893221537087,0.099009900990099,"ASV287","Preen_Cloaca"
0.000634315707969089,0.000864657459204128,0.733603464836749,0.363636363636364,0.454545454545455,0.057699460735354,0.405940594059406,"ASV178","Preen_Cloaca"
0.000631506748511924,0.000784382243587169,0.805100770287572,0.636363636363636,0.636363636363636,0.0584064545888147,0.98019801980198,"ASV47","Preen_Cloaca"
0.000630073659529766,0.000754363994835218,0.835238245520186,0.363636363636364,0.545454545454545,0.0591118440491248,0.920792079207921,"ASV103","Preen_Cloaca"
0.000629727758092877,0.000727955604129175,0.865063411176284,0.545454545454545,0.545454545454545,0.0598168462606995,0.97029702970297,"ASV124","Preen_Cloaca"
0.000628896207845461,0.000733266004763466,0.857664481593318,0.454545454545455,0.545454545454545,0.0605209175227393,0.920792079207921,"ASV158","Preen_Cloaca"
0.000628344880617719,0.000891586675008296,0.704749070651906,0.0909090909090909,0.454545454545455,0.0612243715546986,0.0495049504950495,"ASV310","Preen_Cloaca"
0.000626455325912906,0.00086658593799269,0.722900405427754,0.727272727272727,0.636363636363636,0.0619257101641937,0.891089108910891,"ASV140","Preen_Cloaca"
0.000626398935893127,0.00089052674992284,0.703402717489847,0.0909090909090909,0.454545454545455,0.0626269856430928,0.0495049504950495,"ASV920","Preen_Cloaca"
0.00062453779802417,0.000817828090092581,0.763654129260185,0.363636363636364,0.454545454545455,0.0633261775131677,0.910891089108911,"ASV242","Preen_Cloaca"
0.000623591419681712,0.000785141886256699,0.794240417683984,0.454545454545455,0.454545454545455,0.0640243098796462,0.930693069306931,"ASV233","Preen_Cloaca"
0.000622899712735894,0.000826237691373147,0.753898931554042,0.363636363636364,0.454545454545455,0.0647216678560485,0.910891089108911,"ASV165","Preen_Cloaca"
